instance_id is_trade_probability not_trade_probability
2475218615076601065 0.04017305214617374 0.9598269478538263
398316874173557226 0.399303657368543 0.600696342631457
6586402638209028583 0.3622484404792481 0.6377515595207519
1040996105851528465 0.3373694828921009 0.6626305171078991
6316278569655873454 0.24414540098483872 0.7558545990151613
868158305045921978 0.3395171320277636 0.6604828679722363
5713520501786699854 0.24479386581776424 0.7552061341822358
932945015407923184 0.4274441185987027 0.5725558814012973
1919197847086752313 0.10341784781275865 0.8965821521872414
304887065966615346 0.0862647930526318 0.9137352069473682
3282556850371665 0.06470383995008186 0.9352961600499181
8829646398295427742 0.20647525010482562 0.7935247498951744
3177704368658581090 0.01924328735065685 0.9807567126493432
331811904131229654 0.29154043747027386 0.7084595625297261
1529584165704680903 0.34974474872121913 0.6502552512787809
410957802501821801 0.5124378623655939 0.48756213763440615
7858701120525579871 0.6557653155139305 0.34423468448606953
1007593432911733192 0.3686985091543702 0.6313014908456298
6933421324008829721 0.41597578401375357 0.5840242159862464
949601458836318592 0.2674203799933008 0.7325796200066992
1204371563787795352 0.7617521835517488 0.23824781644825122
6697124581068234934 0.11232372024314732 0.8876762797568527
7458626674337135052 0.027944522170769908 0.9720554778292301
6451011837344535814 0.10334980263192213 0.8966501973680778
4970342844069330588 0.11129414451521873 0.8887058554847813
1311037283502827477 0.06570116734980296 0.9342988326501971
5367830782177104937 0.07600825087520281 0.9239917491247972
130085071580390177 0.02730434936943826 0.9726956506305617
5277248246761080968 0.029306638190173002 0.970693361809827
8248237544078109435 0.11708565511139937 0.8829143448886007
8160495387552112248 0.10217562885631216 0.8978243711436878
4990633888389156703 0.12299514752081137 0.8770048524791887
5367915129338412746 0.032047998759516264 0.9679520012404838
7166315717760973347 0.12770962845993206 0.8722903715400679
3922408194130789536 0.031861965919272664 0.9681380340807273
3198031054131887410 0.031130884120299664 0.9688691158797004
8381639851093431264 0.2270486865824911 0.7729513134175089
4196377277000518389 0.06084110411232527 0.9391588958876748
7216665137006358861 0.04245317561543004 0.95754682438457
7657988882068327631 0.08534575700166698 0.914654242998333
6580538684502645403 0.2773980415837961 0.7226019584162039
8285962653536984730 0.22964850952169166 0.7703514904783083
667595007626814688 0.10389028984120086 0.8961097101587991
794637447406319981 0.43596775986098485 0.5640322401390152
1667489879796904413 0.16746054663171223 0.8325394533682877
7581478598841084967 0.12468150807124877 0.8753184919287512
272473116112748683 0.09717650034213683 0.9028234996578631
7616847274036607679 0.013855350888927745 0.9861446491110722
3090692985891227788 0.1156112111723197 0.8843887888276802
1497475395995941288 0.09156808081505378 0.9084319191849463
441294948945551728 0.21569087609614837 0.7843091239038517
3856621171799337440 0.03562433045760403 0.964375669542396
7233013970386906908 0.07683424525505285 0.9231657547449471
7782462939020585759 0.15212824521795232 0.8478717547820477
7819341218876328892 0.07060714788835283 0.9293928521116471
8768374492722589767 0.0163801815601471 0.9836198184398529
7699672123093034935 0.028449538606874276 0.9715504613931257
3105846136880438244 0.14917960182840592 0.850820398171594
6362992075498435257 0.03983149982503132 0.9601685001749687
4633007087835435834 0.11111335934795906 0.8888866406520409
